journal,year,cites,title,au1,au2,au3,female1,female2,female3,page,order,nauthor,past5,aflpn90,spage,field,subfld,aulpn90,aulpn80,aulpn70,lcites
"American-Economic-Review",1994,6,"A Simple Model of Educational Standards","Costrell,-Robert-M.","","",0,,,16,12,1,0,2,956,11,1,1,1,0,1.791759
"American-Economic-Review",1994,25,"North-South Trade and the Global Environment","Chichilnisky,-Graciela","","",1,,,24,6,1,0,61.08333,851,6,1,1.333333,2,0,3.218876
"American-Economic-Review",1994,0,"Aggregation and Simple Dynamics","Lewbel,-Arthur","","",0,,,14,9,1,3,5.5,905,12,1,5,3,0,
"American-Economic-Review",1994,68,"Productivity Growth, Technical Progress, and Efficiency Change in  Industrialized","Fare,-Rolf","","",0,,,18,4,4,0,.25,66,13,1,.25,.5,.5,4.219508
"American-Economic-Review",1994,18,"Measuring Permanent Responses to Capital-Gains Tax Changes in Panel Data","Burman,-Leonard-E.","Randolph,-William-C.","",0,0,,16,3,2,0,2,794,2,9,1,0,0,2.890372
"American-Economic-Review",1994,12,"Beauty and the Labor Market","Hamermesh,-Daniel-S.","Biddle,-Jeff-E.","",0,0,,21,3,2,1,9.333333,1174,8,1,1,2.75,.75,2.484907
"American-Economic-Review",1994,46,"The Incidence of Mandated Maternity Benefits","Gruber,-Jonathan","","",0,,,20,15,1,.3333333,96.75,622,11,1,3.333333,0,0,3.828641
"American-Economic-Review",1994,21,"Barter and Monetary Exchange under Private Information"," Williamson,-Stephen-D.","Wright,-Randall","",0,0,,20,6,2,1.166667,36.41666,104,3,1,1.416667,1,0,3.044523
"American-Economic-Review",1994,14,"Coordination Economies, Advertising, and Search Behavior in Retail Markets","Bagwell,-Kyle","Ramey,-Garey","",0,0,,20,8,2,1.25,57.45833,498,2,1,2.75,1,0,2.639057
"American-Economic-Review",1994,9,"Soft Budget  Constraint.","Qian,-Yingyi","","",0,,,12,8,1,0,61.08333,145,7,1,3,0,0,2.197225
"American-Economic-Review",1994,20,"Business-Cycle Durations and Postwar Stabilization of the U.S. Economy","Watson,-Mark-W.","","",0,,,23,2,1,1.833333,84.16666,24,5,1,2.833333,0,0,2.995732
"American-Economic-Review",1994,25,"Opportunism in Multilateral Vertical Contracting: Nondiscrimination,  Exclusivity","McAfee,-R.-Preston","Schwartz,-Marius","",0,0,,21,12,2,1.166667,8.083333,210,4,2,1.5,.9166667,0,3.218876
"American-Economic-Review",1994,11,"A Solution to the Problem of Externalities When Agents Are Well-Informed","Varian,-Hal-R.","","",0,,,16,8,1,0,30.66667,1278,2,2,1,5,1,2.397895
"American-Economic-Review",1994,28,"The Cleansing Effect of Recessions","Caballero,-Ricardo-J.","Hammour,-Mohamad-L.","",0,0,,19,12,2,3,64.45834,1350,5,1,4.416667,0,0,3.332205
"American-Economic-Review",1994,117,"Is Inequality Harmful for Growth?","Persson,-Torsten","Tabellini,-Guido","",0,0,,22,14,2,1.916667,3.083333,600,5,2,3.5,1.25,0,4.762174
"American-Economic-Review",1994,51,"The Impact of Global Warming on Agriculture: A Ricardian Analysis","Mendelsohn,-Robert","Nordhaus,-William-D.","Shaw,-Daigee",0,0,0,19,1,3,0,29.22222,753,7,1,.5,.5,.6666667,3.931826
"American-Economic-Review",1994,10,"Flexible Manufacturing and Market Structure","Eaton,-B.-Curtis","Schmitt,-Nicolas","",0,0,,14,7,2,.25,3.666667,875,11,1,.75,0,.75,2.302585
"American-Economic-Review",1994,16,"Money and Growth:  An Alternative Approach","Ireland,-Peter-N.","","",0,,,19,3,1,0,4.833333,47,5,2,2,0,0,2.772589
"American-Economic-Review",1994,4,"The Dynamics of Business Ethics and Economic Activity","Noe,-Thomas-H.","Rebello,-Michael-J.","",0,0,,17,10,2,0,2.25,531,4,2,.5,0,0,1.386294
"American-Economic-Review",1994,6,"Systematic Errors and the Theory of Natural Selection","Waldman,-Michael","","",0,,,16,7,1,1.5,14.33333,482,17,1,2,3.5,0,1.791759
"American-Economic-Review",1994,43,"Resolving Differences in Willingness to Pay and Willingness to Accept","Shogren,-Jason-F.","","",0,,,16,14,4,0,3.25,255,2,9,.25,0,0,3.7612
"American-Economic-Review",1994,15,"The Intensity and Timing of Investment: The Case of Land","Capozza,-Dennis-R.","Li,-Yuming","",0,0,,16,8,2,0,15.58333,889,4,2,.5,0,.5,2.70805
"American-Economic-Review",1994,6,"Expropriation and Inventions:  Appropriable Rents in the Absence of Property  Rig","Anton,-James-J.","Yao,-Dennis-A.","",0,0,,20,11,2,.5,37.25,190,3,1,1,0,0,1.791759
"American-Economic-Review",1994,7,"The Effect of Taxes on Labor Supply in the Underground Economy","Lemieux,-Thomas","Fortin,-Bernard","Frechette,-Pierre",0,0,0,24,13,3,.1666667,4.166667,231,16,1,.6111112,0,0,1.94591
"American-Economic-Review",1994,1,"The Existence of Pareto-Superior Price Limits","Kodres,-Laura-E.","O'Brien,-Daniel-P.","",1,0,,14,10,2,0,14,919,4,1,.5,0,0,0
"American-Economic-Review",1994,1,"Equal Division, Efficiency, and the Sovereign Supply of Labor","Kranich,-Laurence","","",0,,,12,10,1,0,11.33333,178,2,2,1,0,0,0
"American-Economic-Review",1994,28,"Is the Glass-Steagall Act Justified? A Study of the U.S. Experience with  Univers","Kroszner,-Randall-S.","Rajan,-Raghuram-G.","",0,0,,23,4,2,0,93.25,810,4,2,1.5,.25,0,3.332205
"American-Economic-Review",1994,51,"An Empirical Analysis of Cigarette Addiction","Becker,-Gary-S.","Grossman,-Michael","Murphy,-Kevin-M.",0,0,0,23,3,3,1.888889,62.44444,396,17,1,2.388889,1.555556,1.611111,3.931826
"American-Economic-Review",1994,10,"Information Aggregation through Costly Political Action","Lohmann,-Susanne","","",1,,,13,9,1,1,33.5,518,15,1,2,0,0,2.302585
"American-Economic-Review",1994,23,"Evolution of Time Preference by Natural Selection","Rogers,-Alan-R.","","",0,,,22,6,1,0,1.333333,460,4,2,1,0,0,3.135494
"American-Economic-Review",1994,95,"Protection for Sale","Grossman,-Gene-M.","Helpman,-Elhanan","",0,0,,18,5,2,3,43.875,833,6,1,4.333333,8.75,2.25,4.553877
"American-Economic-Review",1994,31,"A Unified Model of Investment under Uncertainty","Abel,-Andrew-B.","Eberly,-Janice-C.","",0,1,,16,13,2,.75,58.33333,1369,5,1,2.25,4.125,0,3.433987
"American-Economic-Review",1994,34,"Dynamics of the Trade Balance and the Terms of Trade:  The J-Curve?","Backus,-David-K.","Kehoe,-Patrick-J.","Kydland,-Finn-E.",0,0,0,20,5,3,1.5,34.44444,84,6,2,1.611111,.7777778,.1666667,3.526361
"American-Economic-Review",1994,10,"Benefits of Narrow Business Strategies","Rotemberg,-Julio-J.","Saloner,-Garth","",0,0,,20,11,2,1.916667,78.91666,1330,3,1,2.666667,3.166667,0,2.302585
"American-Economic-Review",1994,6,"Strategic Buyers and Exclusionary Contracts","Innes,-Robert","Sexton,-Richard-J.","",0,0,,19,12,2,0,8.25,566,3,1,.5,0,0,1.791759
"American-Economic-Review",1994,3,"Equilibrium in Auctions with Entry","Levin,-Dan","Smith,-James-L.","",0,0,,15,13,2,0,5.833333,585,2,6,.9166667,.5833334,0,1.098612
"American-Economic-Review",1994,53,"The Firm as an Incentive System","Holmstrom,-Bengt-R.","Milgrom,-Paul-R.","",0,0,,20,13,2,.9166667,52.375,972,4,2,3.666667,3.75,1,3.970292
"American-Economic-Review",1994,47,"Estimates of the Economic Returns to Schooling from a New Sample of Twins","Ashenfelter,-Orley-C.","Krueger,-Alan-B.","",0,0,,17,2,2,2.416667,62.58333,1157,11,1,3.291667,1.25,1.416667,3.850147
"American-Economic-Review",1994,49,"Minimum Wages and Employment: A Case Study of the Fast-Food Industry in New  Jers","Card,-David-E.","Krueger,-Alan-B.","",0,0,,22,2,2,3.916667,62.58333,772,11,1,5.166667,1.5,0,3.89182
"American-Economic-Review",1994,9,"Parental and Public Transfers to Young Women and Their Children","Rosenzweig,-Mark-R.","Wolpin,-Kenneth-I.","",0,0,,18,4,2,1.916667,42.33333,1195,11,1,3.833333,5.25,2.25,2.197225
"American-Economic-Review",1994,13,"IRAs and Household Saving","Gale,-William-G.","Scholz,-John-Karl","",0,0,,28,6,2,.5,11.58333,1233,17,1,1.166667,0,0,2.564949
"American-Economic-Review",1994,9,"Rational Choice under an Imperfect Ability to Choose","de-Palma,-Andre","Myers,-Gordon-M.","Papageorgiou,-Yorgos-Y.",0,0,0,22,4,3,.2222222,3.444444,419,2,9,.5555556,.5277778,0,2.197225
"American-Economic-Review",1994,44,"Risk-Taking, Global Diversification, and Growth","Obstfeld,-Maurice","","",0,,,20,10,1,.5,34.66667,1310,6,2,2,5,0,3.78419
"American-Economic-Review",1994,12,"The Economic Consequences of Unwed Motherhood:  Using Twin Births as a  Natural E","Bronars,-Stephen-G.","Grogger,-Jeffrey","",0,0,,16,1,2,.75,9.666666,1141,11,1,1.5,.25,0,2.484907
"American-Economic-Review",1994,7,"The Consequences of Price Instability on Search Markets:  Toward  Understanding t","Tommasi,-Mariano","","",0,,,12,14,1,0,33.5,1385,5,1,1.5,0,0,1.94591
"American-Economic-Review",1994,22,"Comparing Equilibria","Milgrom,-Paul-R.","Roberts,-John-M.","",0,0,,19,5,2,1.416667,61.08333,441,12,1,3.333333,3.666667,1,3.091043
"American-Economic-Review",1994,21,"Generics and New Goods in Pharmaceutical Price Indexes","Griliches,-Zvi","Cockburn,-Iain-M.","",0,0,,20,5,2,0,58.83334,1213,3,1,.9166667,.4166667,1.25,3.044523
"American-Economic-Review",1994,1,"Domestic Politics and International Conflict","Garfinkel,-Michelle-R.","","",1,,,16,9,1,1.5,6.333333,1294,15,1,2.5,0,0,0
"American-Economic-Review",1994,9,"Careers in Ongoing Hierarchies","Demougin,-Dominique-M.","Siow,-Aloysius","",1,0,,17,7,2,0,13.66667,1261,11,1,1,1,0,2.197225
"American-Economic-Review",1994,20,"New Product Varieties and the Measurement of International Prices","Feenstra,-Robert-C.","","",0,,,21,9,1,.5,11.33333,157,6,1,2,2.5,0,2.995732
"American-Economic-Review",1994,8,"Unemployment and Vacancies with Sectoral Shifts","Hosios,-Arthur-J.","","",0,,,21,7,1,3,24.5,124,11,1,4,1.833333,0,2.079442
"American-Economic-Review",1994,17,"Limited Market Participation and Volatility of Asset Prices","Allen,-Franklin","Gale,-Douglas-M.","",0,0,,23,11,2,2.25,42.41666,933,4,1,4,3.5,.5,2.833213
"American-Economic-Review",1995,2,"Corporate-Debt Overhang and Macroeconomic Expectations","Lamont,-Owen-A.","","",0,,,12,5,1,.3333333,93.25,1106,4,1,1.833333,0,0,.6931472
"American-Economic-Review",1995,10,"Trade and Transboundary Pollution","Copeland,-Brian-R.","Taylor,-M.-Scott","",0,0,,22,3,2,.75,14.83333,716,6,1,1.5,0,0,2.302585
"American-Economic-Review",1995,2,"Cartel Quotas under Majority Rule","Cave,-Jonathan-A.-K.","Salant,-Stephen-W.","",0,0,,21,5,2,0,16.5,82,2,4,.5,1.333333,1.25,.6931472
"American-Economic-Review",1995,15,"The Design of Reform Packages under Uncertainty","Dewatripont,-Mathias","Roland,-Gerard","",0,0,,17,12,2,1.166667,7,1207,4,2,2.333333,1,0,2.70805
"American-Economic-Review",1995,30,"Ethnicity, Neighborhoods, and Human-Capital Externalities","Borjas,-George-J.","","",0,,,26,5,1,1,30.75,365,11,1,3,1.5,0,3.401197
"American-Economic-Review",1995,1,"Rationalizing Child-Support Decisions","Del-Boca,-Daniela","Flinn,-Christopher-J.","",1,0,,22,14,2,0,13.41667,1241,11,1,.5,0,0,0
"American-Economic-Review",1995,17,"Union Contracts and the Life-Cycle/Permanent-Income Hypothesis","Shea,-John","","",0,,,15,11,1,1,22.66667,186,5,1,2,0,0,2.833213
"American-Economic-Review",1995,10,"An Experimental Investigation of the Seller Incentives in the EPA's Emission  Tra","Cason,-Timothy-N.","","",0,,,18,14,1,0,11.66667,905,1,1,1.5,0,0,2.302585
"American-Economic-Review",1995,9,"Workers' Compensation and Injury Duration:  Evidence from a Natural  Experiment","Meyer,-Bruce-D.","Viscusi,-W.-Kip","Durbin,-David-L.",0,0,0,19,3,3,1.166667,5.611111,322,11,1,1.666667,.1666667,.3333333,2.197225
"American-Economic-Review",1995,6,"Does Head Start Make a Difference?","Currie,-Janet","Thomas,-Duncan","",1,0,,24,4,2,.25,33.5,341,10,1,1.25,.1666667,0,1.791759
"American-Economic-Review",1995,6,"Jeopardy!","Metrick,-Andrew","","",0,,,14,14,1,0,102.8333,240,12,1,1,0,0,1.791759
"American-Economic-Review",1995,6,"Design Innovation and Fashion Cycles","Pesendorfer,-Wolfgang","","",0,,,22,6,1,0,84.16666,771,3,1,3,0,0,1.791759
"American-Economic-Review",1995,4,"Voting over Economic Plans","Boylan,-Richard-T.","McKelvey,-Richard-D.","",0,0,,12,11,2,.5,7.666667,860,15,1,1,.6666667,1,1.386294
"American-Economic-Review",1995,2,"Occasional Interventions to Target Rates","Lewis,-Karen-K.","","",1,,,25,2,1,0,58.33333,691,6,2,2,1,0,.6931472
"American-Economic-Review",1995,3,"Appropriation and Efficiency: A Revision of the First Theorem of Welfare  Economi","Makowski,-Louis","Ostroy,-Joseph-M.","",0,0,,20,8,2,.25,22.41667,808,2,10,.75,1.75,.75,1.098612
"American-Economic-Review",1995,5,"A Tax-Based Test of the Dividend Signaling Hypothesis","Bernheim,-B.-Douglas","Wantz,-Adam","",0,0,,20,12,2,1.25,31.29167,532,4,2,2.25,2.416667,0,1.609438
"American-Economic-Review",1995,25,"Incumbent Behavior:  Vote-Seeking, Tax-Setting, and Yardstick Competition","Besley,-Timothy","Case,-Anne-C.","",0,1,,21,2,2,1.5,62.58333,25,15,1,3.75,0,0,3.218876
"American-Economic-Review",1995,8,"Capital Structure and Product-Market Competition:  Empirical Evidence from  the S","Chevalier,-Judith-A.","","",1,,,21,7,1,0,93.25,415,3,1,2,0,0,2.079442
"American-Economic-Review",1995,2,"The Effect of Private Antitrust Litigation on the Stock-Market Valuation of  the","Bizjak,-John-M.","Coles,-Jeffrey-L.","",0,0,,26,8,2,0,6.583333,436,4,1,.5,0,0,.6931472
"American-Economic-Review",1995,37,"Capital Mobility in Neoclassical Models of Growth","Barro,-Robert-J.","Mankiw,-N.-Gregory","Sala-i-Martin,-Xavier",0,0,0,13,6,3,1.277778,83.11111,103,5,2,1.888889,2.777778,2.833333,3.610918
"American-Economic-Review",1995,8,"An Experimental Investigation of the Patterns of International Trade","Noussair,-Charles-N.","Plott,-Charles-R.","Riezman,-Raymond-G.",0,0,0,30,9,3,.1666667,9.222222,462,1,1,1,1.388889,1.222222,2.079442
"American-Economic-Review",1995,22,"The Politics of Free-Trade Agreements","Grossman,-Gene-M.","Helpman,-Elhanan","",0,0,,24,1,2,2.25,43.875,667,6,1,4.333333,8.75,2.25,3.091043
"American-Economic-Review",1995,14,"The Productivity Effects of Employee Stock-Ownership Plans and Bonuses:   Evidenc","Jones,-Derek-C.","Kato,-Takao","",0,0,,24,6,2,0,.75,391,11,1,.5,0,0,2.639057
"American-Economic-Review",1995,5,"When Are Agents Negligible?","Levine,-David-K.","Pesendorfer,-Wolfgang","",0,0,,11,9,2,1,58.83333,1160,2,5,3,1.166667,0,1.609438
"American-Economic-Review",1995,17,"Momentum Investment Strategies, Portfolio Performance, and Herding: A Study  of M","Grinblatt,-Mark-S.","Titman,-Sheridan","Wermers,-Russ",0,0,0,18,4,3,.1666667,14.36111,1088,4,1,.5,.5,0,2.833213
"American-Economic-Review",1995,7,"Credible Privatization","Perotti,-Enrico-C.","","",0,,,13,10,1,.5,5.333333,847,3,1,1.5,0,0,1.94591
"American-Economic-Review",1995,1,"Transition Problems in Economic Reform: Agriculture in the North American  Free T","Levy,-Santiago","van-Wijnbergen,-Sweder","",0,0,,17,4,2,.75,2.916667,738,6,1,1.25,.5,0,0
"American-Economic-Review",1995,7,"How Liable Should a Lender Be? The Case of Judgment-Proof Firms and  Environmenta","Pitchford,-Rohan","","",0,,,16,10,1,0,1,1171,4,2,1,0,0,1.94591
"American-Economic-Review",1995,5,"The Transition from Barter to Fiat Money","Ritter,-Joseph-A.","","",0,,,16,8,1,0,1,134,5,1,1,0,0,1.609438
"American-Economic-Review",1995,22,"Cooperation in Public-Goods Experiments: Kindness or Confusion?","Andreoni,-James","","",0,,,14,13,1,1,22.66667,891,1,1,3,1,0,3.091043
"American-Economic-Review",1995,9,"Altruism, the Samaritan's Dilemma, and Government Transfer Policy","Coate,-Stephen","","",0,,,12,3,1,1.666667,58.33333,46,3,1,4.666667,0,0,2.197225
"American-Economic-Review",1995,34,"Output Dynamics in Real-Business-Cycle Models","Cogley,-Timothy","Nason,-James-M.","",0,0,,20,10,2,1,8.166666,492,5,1,1.5,0,0,3.526361
"American-Economic-Review",1995,18,"The Case of the Missing Trade and Other Mysteries","Trefler,-Daniel","","",0,,,18,1,1,2,93.25,1029,6,1,3,0,0,2.890372
